_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
768,0770,DWIGHT AVE,None,BIRMINGHAM ST,MURRIE ST,None,None,1964-05-15T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,768,914303,13470314,1,,,,768,,,,2022-05-30T04:00:00,2022-05-30T04:00:00,2022-05-30T04:00:00,2022-05-30T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4990060016926, 43.60485599552839]]}"
769,0771,DWIGHT AVE,None,NEW TORONTO ST,STRUTHERS ST,None,None,1963-09-15T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,769,914124,13470230,,,,,769,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.50036799410742, 43.608138001897906]]}"
770,0772,EGLINTON AVE W,None,WILLIAM R ALLEN RD S,PRIVATE ACCESS,POLICE DIVISION #13,WEST INTERSECTION,1976-08-09T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,770,10663283,13458434,1,,,,770,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43646100423312, 43.69868499816125]]}"
771,0773,ROYAL YORK RD,None,MIMICO AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,771,7883897,13470120,1,,,,771,,,,2019-10-24T04:00:00,2019-10-24T04:00:00,2023-12-19T05:00:00,2023-12-19T05:00:00,"East: Crosswalk, West: None","{'type': 'MultiPoint', 'coordinates': [[-79.49674999477311, 43.61223499982266]]}"
772,0774,EVANS AVE,None,HORNER AVE,None,None,None,1968-12-11T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,772,913717,13469971,,,,,772,,1,,2024-08-02T04:00:00,2024-08-02T04:00:00,2024-08-02T04:00:00,2024-08-02T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.51884600560705, 43.61699300131776]]}"
773,0775,ISLINGTON AVE,None,EVANS AVE,None,None,None,1968-12-11T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,773,913885,13469914,,,,,773,,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.51132799447984, 43.618393002076374]]}"
774,0776,DUNDAS ST W,None,PRINCE EDWARD DR N,None,None,None,1963-02-08T05:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,774,30113585,13465297,1,,,,774,,,,,,2021-12-22T05:00:00,2021-12-22T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.510457003821, 43.66062900215686]]}"
775,0777,DUNDAS ST W,None,BURNHAMTHORPE RD,CORDOVA AVE,None,None,1959-06-04T04:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,775,3115737,13467261,1,,,,775,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.52874900092746, 43.648770001415734]]}"
776,0778,DUNDAS ST W,None,SHAVER AVE S,SHORNCLIFFE RD,None,None,1962-11-26T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,776,8087218,13469211,,,,,776,,,,2020-10-08T04:00:00,,2020-10-08T04:00:00,2020-10-08T04:00:00,LPI implemented only for east & west crosswalks. LPI checkbox doesn't get checked unless date entered in for north or south crosswalk.,"{'type': 'MultiPoint', 'coordinates': [[-79.54470100148528, 43.6321199986147]]}"
777,0779,DUNDAS ST W,None,POPLAR AVE,SUBWAY CRES,None,None,1972-04-08T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,777,8087268,13468811,,,,,777,,,,,,2020-07-15T04:00:00,2020-07-15T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54008800571413, 43.636108999675265]]}"
778,0780,LAWRENCE AVE W,None,THE WESTWAY,ROYAL YORK RD,None,None,1964-08-20T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,778,9383460,13459156,,,,,778,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.53273799661004, 43.69616100177487]]}"
779,0781,EGLINTON AVE W,None,ROYAL YORK RD,None,None,None,1959-01-01T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,779,909325,13461680,,1,,,779,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.52660700321586, 43.682334004386576]]}"
780,0782,SCARLETT RD,None,EAST DR,PRIVATE ACCESS,APARTMENT BLDS. COMPLEX,None,1962-10-24T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,780,9113,13462619,,,,,780,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.50603600159899, 43.676838002149495]]}"
781,0783,SCARLETT RD,None,EDENBRIDGE DR,None,None,None,1968-11-19T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,781,11272883,13461916,,,,,781,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.50885299787438, 43.68076600216102]]}"
782,0784,EGLINTON AVE W,None,SCARLETT RD,None,None,None,1970-11-27T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,782,909269,13461355,,,,,782,1,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.51145700434533, 43.68396200125346]]}"
783,0785,BURNHAMTHORPE RD,None,MARTIN GROVE RD,None,None,None,1967-01-26T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,783,9530968,13467307,,,,,783,,,,2022-05-16T04:00:00,2022-05-16T04:00:00,2022-05-16T04:00:00,2022-05-16T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5489809979942, 43.64880599644865]]}"
784,0786,EGLINTON AVE W,None,MARTIN GROVE RD,None,None,None,1960-01-01T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,784,12377332,13463137,1,1,,,784,1,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.56317600349855, 43.674477002843155]]}"
785,0787,MARTIN GROVE RD,None,THE WESTWAY,REDGRAVE DR,None,None,1969-06-02T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,785,909297,13461594,,,,,785,,,,2022-11-14T05:00:00,2022-11-14T05:00:00,2022-11-14T05:00:00,2022-11-14T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.56716299871547, 43.68333600328396]]}"
786,0788,MARTIN GROVE RD,None,401 X W MARTIN GROVE RAMP,None,None,HWY 401 W/B,1966-01-01T05:00:00,TransSuite,None,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,786,908872,13459849,,,1,,786,,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.57153100178142, 43.692903996026004]]}"
787,0789,MARTIN GROVE RD,None,BELFIELD RD,None,None,None,1969-11-17T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,787,908310,13458216,,,,,787,,,,2024-04-05T04:00:00,2024-04-05T04:00:00,2024-04-05T04:00:00,2024-04-05T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.57563200055945, 43.70194800021715]]}"
788,0790,REXDALE BLVD,None,MARTIN GROVE RD,None,None,None,1963-03-12T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,788,907996,13456327,,,,,788,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.58111699776741, 43.71384399932573]]}"
789,0791,ALBION RD,None,MARTIN GROVE RD,None,None,None,1968-08-30T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,789,906865,13452047,,,,,789,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5942100026002, 43.74192399604734]]}"
790,0792,BLOOR ST W,None,THE EAST MALL,None,None,None,1965-12-11T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,790,912471,13468751,,,,,790,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.55670899971783, 43.63692900095772]]}"
791,0793,BLOOR ST W,None,THE WEST MALL,None,None,None,1965-07-16T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,791,912526,13468898,,,,,791,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.56231799595565, 43.635625002979666]]}"
792,0794,DIXON RD,None,401 X E DIXON W RAMP,None,None,E/B OFF RAMP,1968-12-20T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,792,908832,13459955,,,,,792,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.56772799804662, 43.692223996470275]]}"
793,0795,WESTON RD,None,GAYDON AVE,LILAC AVE,None,None,1969-12-17T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,793,445074,13455182,,,,,793,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.53750099439836, 43.72037599634986]]}"
794,0796,CALEDONIA RD,None,KITCHENER AVE,None,None,None,1962-10-23T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,794,8232,13460292,,,,,794,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4605500024497, 43.68899999984255]]}"
795,0797,CALEDONIA RD,None,CASTLEFIELD AVE,None,None,None,1962-10-23T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,795,9086205,13458553,,,,,795,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46352299753401, 43.69844200207343]]}"
796,0798,CASTLEFIELD AVE,None,KINCORT ST,None,None,None,1967-08-16T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,796,7622,13458825,,,,,796,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46797400093342, 43.69701199623468]]}"
797,0799,OAKWOOD AVE,None,ROGERS RD,None,None,None,1969-03-14T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,797,8571266,13460587,,,,,797,,,,,,2021-08-09T04:00:00,2021-08-09T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43869300165991, 43.687134001552415]]}"
798,0800,ROGERS RD,None,CALEDONIA RD,None,None,None,1962-10-23T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,798,8834,13461384,,,,,798,,,,,,2021-08-09T04:00:00,2021-08-09T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45802099740537, 43.68309499921397]]}"
799,0801,ROGERS RD,None,SILVERTHORN AVE,None,None,None,1962-10-23T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,799,7219445,13461451,,,,,799,,,,2021-08-09T04:00:00,2021-08-09T04:00:00,2021-08-09T04:00:00,2021-08-09T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46332100408723, 43.682774998886124]]}"
800,0802,VAUGHAN RD,None,WINONA DR,None,None,None,1960-08-25T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,800,30106845,13460056,,,,,800,1,,,2021-10-29T04:00:00,2021-10-29T04:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43576599925576, 43.68991500235331]]}"
801,0803,OAKWOOD AVE,None,VAUGHAN RD,None,None,None,1960-08-25T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,801,7968,13459587,,,,,801,,,,,,2020-09-07T04:00:00,2020-09-07T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.44084399505425, 43.692654002156154]]}"
802,0804,MARLEE AVE,None,GLENCAIRN AVE,None,None,None,1958-01-31T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,802,11382462,13456841,1,,,,802,,,,2018-09-27T04:00:00,2018-09-27T04:00:00,2022-02-17T05:00:00,2022-02-17T05:00:00,East & West: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.44381000012318, 43.708998999165665]]}"
803,0805,MARLEE AVE,None,ROSELAWN AVE,None,None,None,1969-12-16T05:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,803,30069553,13457929,,,,,803,,,,2022-02-17T05:00:00,2022-02-17T05:00:00,2022-02-17T05:00:00,2022-02-17T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.44110900555447, 43.702253003085275]]}"
804,0806,CUMMER AVE,None,WILLOWDALE AVE,None,None,None,1964-09-29T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,804,437149,13445027,,,,,804,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40991699477803, 43.78866300242386]]}"
805,0807,FINCH AVE E,None,WILLOWDALE AVE,None,None,None,1964-09-17T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,805,437752,13445882,1,1,,,805,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40710500005324, 43.78162500435393]]}"
806,0808,FINCH AVE W,None,SENTINEL RD,None,None,None,1968-03-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,806,30095428,13448931,,1,,,806,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.50000399904035, 43.76106300198329]]}"
807,0809,FINCH AVE W,None,400 N FINCH E RAMP,None,None,N/B OFF RAMP,1969-07-16T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,807,440889,13449874,,,,,807,,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.52852800329215, 43.75495600410101]]}"
808,0810,FINCH AVE W,None,SIGNET DR,ARROW RD,None,None,1968-07-02T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,808,441054,13450142,,1,,,808,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.53626299973963, 43.75329000347145]]}"
809,0811,FINCH AVE W,None,MILVAN DR,RUMIKE RD,None,None,1968-02-27T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,809,10340969,13450665,,1,,,809,,,,2020-08-17T04:00:00,2020-08-17T04:00:00,2020-08-17T04:00:00,2020-08-17T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5523160037562, 43.74994400443015]]}"
810,0812,FINCH AVE W,None,SENLAC RD,None,None,None,1966-11-28T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,810,9065918,13446584,,1,,,810,,,,2021-02-01T05:00:00,2021-02-01T05:00:00,2021-02-01T05:00:00,2021-02-01T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43025500505931, 43.776493002491044]]}"
811,0813,WILSON AVE,None,CLAYSON RD,PRIVATE ACCESS,None,None,1965-06-07T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,811,445318,13455580,,,,,811,,,,,,2023-12-20T05:00:00,2023-12-20T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5230460024399, 43.71770299623687]]}"
812,0814,WILSON AVE,None,HWY 401 WB OFF RAMP,None,None,EAST OF LAURENTIA CRES,1964-11-23T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,812,8005700,13452576,,,,,812,,,,2023-12-20T05:00:00,2023-12-20T05:00:00,2023-12-20T05:00:00,2023-12-20T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43786999542398, 43.736570001651266]]}"
813,0815,WILSON AVE,None,LEXFIELD AVE,HIGHVIEW AVE,None,None,1968-03-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,813,444641,13454661,,,,,813,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49676999595569, 43.72335699697927]]}"
814,0816,EASTERN AVE,None,CHERRY ST,SUMACH ST,None,None,1964-12-17T05:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,814,3969874,13466055,1,1,,,814,,,,2022-08-24T04:00:00,2022-08-24T04:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35853300007898, 43.65390599768001]]}"
815,0817,BROADVIEW AVE,None,EASTERN AVE,None,None,None,1950-12-15T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,815,1144315,13465575,,,,,815,,,,2021-11-03T04:00:00,2021-11-03T04:00:00,2023-11-29T05:00:00,2023-11-29T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.34889400094653, 43.65665799603142]]}"
816,0818,EASTERN AVE,None,LOGAN AVE,None,None,None,1953-08-10T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,816,1144022,13465362,,,,,816,,,,,,2023-04-06T04:00:00,2023-04-06T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.34139700268494, 43.657878000621814]]}"
817,0819,EASTERN AVE,None,CARLAW AVE,None,None,None,1951-06-28T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,817,1143977,13465276,,,,,817,,,,,,2023-04-06T04:00:00,2023-04-06T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.33895999744506, 43.658402000402596]]}"
818,0820,LAKE SHORE BLVD E,None,CHERRY ST,None,None,SOUTH INTERSECTION,1968-09-20T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,818,9212691,13466977,,,,,818,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35479899879628, 43.64819099775167]]}"
819,0821,QUEENS QUAY E,None,LOWER JARVIS ST,None,None,None,1962-12-06T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,819,30137691,13467665,,,,,819,,,,,,2020-11-10T05:00:00,2020-11-10T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.36900000109345, 43.64393800398268]]}"
820,0822,DON MILLS RD,None,WYNFORD DR,MORIYAMA DR,None,None,1961-01-01T05:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,820,30135395,13454407,,,,,820,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.33957079998973, 43.72300945342708]]}"
821,0823,TRETHEWEY DR,None,TODD BAYLIS BLVD,PRIVATE ACCESS,None,None,1980-06-08T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,821,5625788,13459229,,,,,821,,,,2021-06-11T04:00:00,2021-06-11T04:00:00,2021-06-11T04:00:00,2021-06-11T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4876260004423, 43.69522000174592]]}"
822,0824,WOODBINE AVE,None,CORLEY AVE,EASTWOOD RD,None,None,1955-12-14T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,822,30074478,13462196,,,,,822,1,,,2022-04-29T04:00:00,2022-04-29T04:00:00,2022-04-29T04:00:00,2022-04-29T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.30896100162367, 43.67646000188196]]}"
823,0825,COLLEGE ST,None,MC CAUL ST,None,None,None,1961-12-05T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,823,14022822,13465273,,1,,,823,,,,,,2024-01-17T05:00:00,2024-01-17T05:00:00,LPI on East & West Crosswalks,"{'type': 'MultiPoint', 'coordinates': [[-79.39348399398239, 43.659199003895814]]}"
824,0826,COLLEGE ST,None,AUGUSTA AVE,None,None,None,1961-12-21T05:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,824,8101232,13465581,,1,,,824,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40320000162806, 43.65738199979632]]}"
825,0827,COLLEGE ST,None,BEVERLEY ST,ST GEORGE ST,None,None,1929-08-17T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,825,1144296,13465356,1,1,,,825,,,1,,,2023-08-24T04:00:00,2023-08-24T04:00:00,2022 College Retiming Retainer - EW LPI Activated,"{'type': 'MultiPoint', 'coordinates': [[-79.39590200379347, 43.65870000038122]]}"
826,0828,COLLEGE ST,None,GRACE ST,None,None,None,1952-03-18T04:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,826,1144682,13466022,,1,,,826,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41560899580536, 43.65495100056314]]}"
827,0829,COLLEGE ST,None,OSSINGTON AVE,None,None,None,1948-10-06T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,827,1144782,13466116,1,1,,,827,,,1,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42270499663722, 43.65439999619167]]}"
828,0830,COLLEGE ST,None,DOVERCOURT RD,None,None,None,1948-08-10T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,828,10576713,13466246,1,1,,,828,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42640399940743, 43.653600002648844]]}"
829,0831,COLLEGE ST,None,LANSDOWNE AVE,None,None,None,1948-10-14T04:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,829,1145401,13466699,,1,,,829,,,,2020-07-27T04:00:00,2020-07-27T04:00:00,2020-07-27T04:00:00,2020-07-27T04:00:00,LPI Implementation - 2020,"{'type': 'MultiPoint', 'coordinates': [[-79.43999900312897, 43.65101200007652]]}"
830,0832,RONCESVALLES AVE,None,HIGH PARK BLVD,FERMANAGH AVE,None,None,1955-11-15T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,830,1146413,13467486,,1,,,830,,,,2024-06-21T04:00:00,2024-06-21T04:00:00,2024-06-21T04:00:00,2024-06-21T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.44905900152129, 43.64633700140555]]}"
831,0833,RONCESVALLES AVE,None,HOWARD PARK AVE,None,None,None,1962-01-01T05:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,831,1145509,13466640,,1,,,831,,,,2024-06-21T04:00:00,2024-06-21T04:00:00,2024-06-21T04:00:00,2024-06-21T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45106900333697, 43.65151499560827]]}"
832,0834,HARBORD ST,None,BRUNSWICK AVE,None,None,None,1950-05-30T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,832,14021575,13464820,1,,,,832,1,,,,,2021-01-28T05:00:00,2021-01-28T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40603700189665, 43.662259999894175]]}"
833,0835,HARBORD ST,None,GRACE ST,None,None,None,1955-03-08T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,833,14019555,13465212,,,,,833,,,,2021-01-28T05:00:00,2021-01-28T05:00:00,2021-01-28T05:00:00,2021-01-28T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41751299991088, 43.65993399826862]]}"
834,0836,OSSINGTON AVE,None,HARBORD ST,None,None,None,1956-09-20T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,834,14018443,13465447,,,,,834,,,,,,2020-11-03T05:00:00,2020-11-03T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4243150052402, 43.658546996869944]]}"
835,0837,ST GEORGE ST,None,WILLCOCKS ST,None,None,None,1963-01-24T05:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,835,11227023,13464829,1,,,,835,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39762200502112, 43.66208399806305]]}"
836,0838,ST GEORGE ST,None,HARBORD ST,HOSKIN AVE,None,None,1948-11-19T05:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,836,14066667,13464524,1,,,,836,,,,2021-01-28T05:00:00,2021-01-28T05:00:00,2021-01-28T05:00:00,2021-01-28T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39844400250756, 43.664108997745274]]}"
